Gene stable ID	GO term accession	GO term name	GO term definition	GO term evidence code	GO domain	Gene name
ENSMUSG00000035804	GO:0000187	activation of MAPK activity	The initiation of the activity of the inactive enzyme MAP kinase (MAPK).	IBA	biological_process	Ins1
ENSMUSG00000035804	GO:0010033	response to organic substance	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.	IBA	biological_process	Ins1
ENSMUSG00000035804	GO:0042593	glucose homeostasis	Any process involved in the maintenance of an internal steady state of glucose within an organism or cell.	IBA	biological_process	Ins1
ENSMUSG00000035804	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine.	IBA	biological_process	Ins1
ENSMUSG00000035804	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	TAS	cellular_component	Ins1
ENSMUSG00000035804	GO:0005158	insulin receptor binding	Interacting selectively and non-covalently with the insulin receptor.	ISO	molecular_function	Ins1
ENSMUSG00000035804	GO:0062023	collagen-containing extracellular matrix	An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells.	HDA	cellular_component	Ins1
ENSMUSG00000035804	GO:0051087	chaperone binding	Interacting selectively and non-covalently with a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport.	ISO	molecular_function	Ins1
ENSMUSG00000035804	GO:0005576	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	TAS	cellular_component	Ins1
ENSMUSG00000035804	GO:0002020	protease binding	Interacting selectively and non-covalently with any protease or peptidase.	ISO	molecular_function	Ins1
ENSMUSG00000035804	GO:0006006	glucose metabolic process	The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides.	IEA	biological_process	Ins1
ENSMUSG00000035804	GO:0031018	endocrine pancreas development	The process whose specific outcome is the progression of the endocrine pancreas over time, from its formation to the mature structure. The endocrine pancreas is made up of islet cells that produce insulin, glucagon and somatostatin.	TAS	biological_process	Ins1
ENSMUSG00000035804	GO:1904659	glucose transmembrane transport	The process in which glucose is transported across a membrane.	TAS	biological_process	Ins1
ENSMUSG00000035804	GO:0002020	protease binding	Interacting selectively and non-covalently with any protease or peptidase.	IEA	molecular_function	Ins1
ENSMUSG00000035804	GO:0005158	insulin receptor binding	Interacting selectively and non-covalently with the insulin receptor.	IEA	molecular_function	Ins1
ENSMUSG00000035804	GO:0051087	chaperone binding	Interacting selectively and non-covalently with a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport.	IEA	molecular_function	Ins1
ENSMUSG00000035804	GO:0010033	response to organic substance	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.	IEA	biological_process	Ins1
ENSMUSG00000035804	GO:0034097	response to cytokine	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus.	IEA	biological_process	Ins1
ENSMUSG00000035804	GO:0043434	response to peptide hormone	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals.	IEA	biological_process	Ins1
ENSMUSG00000035804	GO:0051591	response to cAMP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3,5-cyclophosphate) stimulus.	IEA	biological_process	Ins1
ENSMUSG00000035804	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	IEA	cellular_component	Ins1
ENSMUSG00000035804	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IEA	cellular_component	Ins1
ENSMUSG00000035804	GO:0030141	secretory granule	A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules.	IEA	cellular_component	Ins1
ENSMUSG00000035804	GO:0034774	secretory granule lumen	The volume enclosed by the membrane of a secretory granule.	TAS	cellular_component	Ins1
ENSMUSG00000002014	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Ssr4
ENSMUSG00000002014	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Ssr4
ENSMUSG00000002014	GO:0003674	molecular_function	A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs. These actions are described from two distinct but related perspectives: (1) biochemical activity, and (2) role as a component in a larger system/process.	ND	molecular_function	Ssr4
ENSMUSG00000002014	GO:0008150	biological_process	A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.	ND	biological_process	Ssr4
ENSMUSG00000002014	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	IEA	cellular_component	Ssr4
ENSMUSG00000002014	GO:0005789	endoplasmic reticulum membrane	The lipid bilayer surrounding the endoplasmic reticulum.	IEA	cellular_component	Ssr4
ENSMUSG00000002014	GO:0012505	endomembrane system	A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles.	IBA	cellular_component	Ssr4
ENSMUSG00000002014	GO:0005784	Sec61 translocon complex	A translocon complex that contains a core heterotrimer of conserved alpha, beta and gamma subunits, and may contain additional proteins (translocon-associated proteins or TRAPs); in budding yeast the core proteins are Sec61p, Sbh1p, and Sss1p. The Sec61 translocon complex functions in cotranslational and posttranslational translocation events.	ISO	cellular_component	Ssr4
